"Biomarker","AUC","CI_lower","CI_upper","Threshold","Sensitivity","Specificity","PPV","NPV"
"hsa-miR-934",0.82363315696649,0.688738643549521,0.958527670383459,6.779427923,0.523809523809524,1,1,0.230769230769231
